interaction_id,user_id,item_id,item_type,action_type,action_weight,unique_item_id
140,1914,16,hotel,view,2,hotel_16
141,1788,17,hotel,view,2,hotel_17
142,1946,18,hotel,view,2,hotel_18
143,698,19,hotel,view,2,hotel_19
144,638,20,hotel,view,2,hotel_20
145,447,21,hotel,view,2,hotel_21
146,112,22,hotel,view,2,hotel_22
147,1893,23,hotel,view,2,hotel_23
148,350,24,hotel,view,2,hotel_24
149,330,25,hotel,view,2,hotel_25
150,3,26,hotel,view,2,hotel_26
151,1617,27,hotel,view,2,hotel_27
152,48,28,hotel,view,2,hotel_28
153,1577,29,hotel,view,2,hotel_29
154,208,30,hotel,view,2,hotel_30
155,762,31,hotel,view,2,hotel_31
156,227,32,hotel,view,2,hotel_32
157,1943,33,hotel,view,2,hotel_33
158,1017,34,hotel,view,2,hotel_34
159,246,35,hotel,view,2,hotel_35
160,672,36,hotel,view,2,hotel_36
161,1540,37,hotel,view,2,hotel_37
162,129,38,hotel,view,2,hotel_38
163,1168,39,hotel,view,2,hotel_39
164,1598,40,hotel,view,2,hotel_40
165,1938,41,hotel,view,2,hotel_41
166,316,42,hotel,view,2,hotel_42
167,823,43,hotel,view,2,hotel_43
168,177,44,hotel,view,2,hotel_44
169,1631,45,hotel,view,2,hotel_45
170,1977,46,hotel,view,2,hotel_46
171,1185,47,hotel,view,2,hotel_47
172,1860,48,hotel,view,2,hotel_48
173,1590,49,hotel,view,2,hotel_49
174,300,50,hotel,view,2,hotel_50
175,262,51,hotel,view,2,hotel_51
176,22,52,hotel,view,2,hotel_52
177,1772,53,hotel,view,2,hotel_53
178,759,54,hotel,view,2,hotel_54
179,1590,55,hotel,view,2,hotel_55
180,723,56,hotel,view,2,hotel_56
181,259,57,hotel,view,2,hotel_57
182,585,58,hotel,view,2,hotel_58
183,834,59,hotel,view,2,hotel_59
184,1334,60,hotel,view,2,hotel_60
185,916,61,hotel,view,2,hotel_61
186,857,62,hotel,view,2,hotel_62
187,1345,63,hotel,view,2,hotel_63
188,1137,64,hotel,view,2,hotel_64
189,1875,65,hotel,view,2,hotel_65
190,381,66,hotel,view,2,hotel_66
191,1297,67,hotel,view,2,hotel_67
192,1903,68,hotel,view,2,hotel_68
193,371,69,hotel,view,2,hotel_69
194,1642,70,hotel,view,2,hotel_70
195,1737,71,hotel,view,2,hotel_71
196,798,72,hotel,view,2,hotel_72
197,1089,73,hotel,view,2,hotel_73
198,404,74,hotel,view,2,hotel_74
199,186,75,hotel,view,2,hotel_75
200,336,76,hotel,view,2,hotel_76
201,1222,77,hotel,view,2,hotel_77
202,955,78,hotel,view,2,hotel_78
203,1774,79,hotel,view,2,hotel_79
204,762,80,hotel,view,2,hotel_80
205,80,81,hotel,view,2,hotel_81
206,672,82,hotel,view,2,hotel_82
207,1769,89,hotel,view,2,hotel_89
208,1597,90,hotel,view,2,hotel_90
209,1207,91,hotel,view,2,hotel_91
210,32,92,hotel,view,2,hotel_92
211,1451,93,hotel,view,2,hotel_93
212,98,94,hotel,view,2,hotel_94
213,342,95,hotel,view,2,hotel_95
214,494,96,hotel,view,2,hotel_96
215,1050,97,hotel,view,2,hotel_97
216,1090,98,hotel,view,2,hotel_98
217,1798,99,hotel,view,2,hotel_99
218,1849,100,hotel,view,2,hotel_100
219,226,101,hotel,view,2,hotel_101
220,353,102,hotel,view,2,hotel_102
221,562,103,hotel,view,2,hotel_103
222,1144,104,hotel,view,2,hotel_104
223,929,105,hotel,view,2,hotel_105
224,152,106,hotel,view,2,hotel_106
225,1087,107,hotel,view,2,hotel_107
226,6,108,hotel,view,2,hotel_108
227,366,109,hotel,view,2,hotel_109
228,383,110,hotel,view,2,hotel_110
229,1449,111,hotel,view,2,hotel_111
230,389,112,hotel,view,2,hotel_112
231,1762,113,hotel,view,2,hotel_113
232,964,114,hotel,view,2,hotel_114
233,1172,115,hotel,view,2,hotel_115
234,5,116,hotel,view,2,hotel_116
235,1423,117,hotel,view,2,hotel_117
236,462,118,hotel,view,2,hotel_118
237,1367,119,hotel,view,2,hotel_119
238,939,120,hotel,view,2,hotel_120
239,951,121,hotel,view,2,hotel_121
240,1759,122,hotel,view,2,hotel_122
241,587,123,hotel,view,2,hotel_123
242,454,124,hotel,view,2,hotel_124
243,1510,125,hotel,view,2,hotel_125
244,60,126,hotel,view,2,hotel_126
245,818,127,hotel,view,2,hotel_127
246,1088,128,hotel,view,2,hotel_128
247,1906,129,hotel,view,2,hotel_129
248,100,130,hotel,view,2,hotel_130
249,406,131,hotel,view,2,hotel_131
250,411,132,hotel,view,2,hotel_132
251,345,133,hotel,view,2,hotel_133
252,330,134,hotel,view,2,hotel_134
253,87,135,hotel,view,2,hotel_135
254,329,136,hotel,view,2,hotel_136
255,1177,1,attraction,view,2,attraction_1
256,409,2,attraction,view,2,attraction_2
257,1145,3,attraction,view,2,attraction_3
258,383,4,attraction,view,2,attraction_4
259,1196,5,attraction,view,2,attraction_5
260,331,6,attraction,view,2,attraction_6
261,83,7,attraction,view,2,attraction_7
262,346,8,attraction,view,2,attraction_8
263,561,9,attraction,view,2,attraction_9
264,1776,10,attraction,view,2,attraction_10
265,1345,11,attraction,view,2,attraction_11
266,231,12,attraction,view,2,attraction_12
267,1087,13,attraction,view,2,attraction_13
268,1130,14,attraction,view,2,attraction_14
269,494,15,attraction,view,2,attraction_15
270,1907,16,attraction,view,2,attraction_16
271,601,17,attraction,view,2,attraction_17
272,1826,18,attraction,view,2,attraction_18
273,1360,19,attraction,view,2,attraction_19
274,74,20,attraction,view,2,attraction_20
275,453,21,attraction,view,2,attraction_21
276,93,22,attraction,view,2,attraction_22
277,1829,33,attraction,view,2,attraction_33
278,848,34,attraction,view,2,attraction_34
279,1579,35,attraction,view,2,attraction_35
280,1784,36,attraction,view,2,attraction_36
281,1626,37,attraction,view,2,attraction_37
282,197,38,attraction,view,2,attraction_38
283,1149,39,attraction,view,2,attraction_39
284,817,40,attraction,view,2,attraction_40
285,1425,41,attraction,view,2,attraction_41
286,1894,42,attraction,view,2,attraction_42
287,1177,43,attraction,view,2,attraction_43
288,1668,44,attraction,view,2,attraction_44
289,1735,45,attraction,view,2,attraction_45
290,1974,46,attraction,view,2,attraction_46
291,1516,47,attraction,view,2,attraction_47
292,81,64,attraction,view,2,attraction_64
293,1997,65,attraction,view,2,attraction_65
294,235,66,attraction,view,2,attraction_66
295,484,67,attraction,view,2,attraction_67
296,1632,68,attraction,view,2,attraction_68
297,1542,69,attraction,view,2,attraction_69
298,304,70,attraction,view,2,attraction_70
299,611,71,attraction,view,2,attraction_71
300,22,72,attraction,view,2,attraction_72
301,706,73,attraction,view,2,attraction_73
302,689,74,attraction,view,2,attraction_74
303,1858,75,attraction,view,2,attraction_75
304,1550,76,attraction,view,2,attraction_76
305,919,77,attraction,view,2,attraction_77
306,1533,78,attraction,view,2,attraction_78
307,630,79,attraction,view,2,attraction_79
308,742,80,attraction,view,2,attraction_80
309,1217,81,attraction,view,2,attraction_81
310,1543,82,attraction,view,2,attraction_82
311,1640,83,attraction,view,2,attraction_83
312,104,84,attraction,view,2,attraction_84
313,733,85,attraction,view,2,attraction_85
314,722,86,attraction,view,2,attraction_86
315,482,87,attraction,view,2,attraction_87
316,349,88,attraction,view,2,attraction_88
317,1351,89,attraction,view,2,attraction_89
318,1914,90,attraction,view,2,attraction_90
319,1142,91,attraction,view,2,attraction_91
320,1245,92,attraction,view,2,attraction_92
321,396,93,attraction,view,2,attraction_93
322,103,94,attraction,view,2,attraction_94
323,295,95,attraction,view,2,attraction_95
324,1454,96,attraction,view,2,attraction_96
325,1742,97,attraction,view,2,attraction_97
326,1272,98,attraction,view,2,attraction_98
327,1257,99,attraction,view,2,attraction_99
328,1173,100,attraction,view,2,attraction_100
329,1580,101,attraction,view,2,attraction_101
330,1949,102,attraction,view,2,attraction_102
331,265,103,attraction,view,2,attraction_103
332,931,104,attraction,view,2,attraction_104
333,1073,105,attraction,view,2,attraction_105
334,1174,106,attraction,view,2,attraction_106
335,889,107,attraction,view,2,attraction_107
336,174,108,attraction,view,2,attraction_108
337,1294,109,attraction,view,2,attraction_109
338,293,110,attraction,view,2,attraction_110
339,1446,111,attraction,view,2,attraction_111
340,1139,112,attraction,view,2,attraction_112
341,1845,113,attraction,view,2,attraction_113
342,708,114,attraction,view,2,attraction_114
343,47,115,attraction,view,2,attraction_115
344,1417,116,attraction,view,2,attraction_116
345,752,117,attraction,view,2,attraction_117
346,803,118,attraction,view,2,attraction_118
347,131,119,attraction,view,2,attraction_119
348,1041,120,attraction,view,2,attraction_120
349,663,121,attraction,view,2,attraction_121
350,1876,122,attraction,view,2,attraction_122
351,732,123,attraction,view,2,attraction_123
352,456,124,attraction,view,2,attraction_124
353,1848,125,attraction,view,2,attraction_125
354,1446,126,attraction,view,2,attraction_126
355,264,127,attraction,view,2,attraction_127
356,1341,128,attraction,view,2,attraction_128
357,1739,129,attraction,view,2,attraction_129
358,1209,130,attraction,view,2,attraction_130
359,646,131,attraction,view,2,attraction_131
360,742,132,attraction,view,2,attraction_132
361,152,133,attraction,view,2,attraction_133
362,1995,134,attraction,view,2,attraction_134
363,615,135,attraction,view,2,attraction_135
364,1278,136,attraction,view,2,attraction_136
365,1888,137,attraction,view,2,attraction_137
366,21,138,attraction,view,2,attraction_138
367,1982,139,attraction,view,2,attraction_139
368,543,140,attraction,view,2,attraction_140
369,252,141,attraction,view,2,attraction_141
370,163,142,attraction,view,2,attraction_142
371,1233,143,attraction,view,2,attraction_143
372,873,144,attraction,view,2,attraction_144
373,374,145,attraction,view,2,attraction_145
374,1189,146,attraction,view,2,attraction_146
375,467,147,attraction,view,2,attraction_147
376,543,148,attraction,view,2,attraction_148
377,1464,149,attraction,view,2,attraction_149
378,624,150,attraction,view,2,attraction_150
379,1333,151,attraction,view,2,attraction_151
380,201,152,attraction,view,2,attraction_152
381,582,153,attraction,view,2,attraction_153
382,350,154,attraction,view,2,attraction_154
383,35,155,attraction,view,2,attraction_155
384,839,156,attraction,view,2,attraction_156
385,1193,157,attraction,view,2,attraction_157
386,1077,158,attraction,view,2,attraction_158
387,986,159,attraction,view,2,attraction_159
388,1728,160,attraction,view,2,attraction_160
389,507,161,attraction,view,2,attraction_161
390,974,162,attraction,view,2,attraction_162
391,1136,163,attraction,view,2,attraction_163
392,392,164,attraction,view,2,attraction_164
393,1062,165,attraction,view,2,attraction_165
394,900,166,attraction,view,2,attraction_166
395,690,167,attraction,view,2,attraction_167
396,1650,168,attraction,view,2,attraction_168
397,370,169,attraction,view,2,attraction_169
398,1516,170,attraction,view,2,attraction_170
399,1240,171,attraction,view,2,attraction_171
400,1965,172,attraction,view,2,attraction_172
401,59,173,attraction,view,2,attraction_173
402,299,174,attraction,view,2,attraction_174
403,1134,175,attraction,view,2,attraction_175
404,1758,1,restaurant,view,2,restaurant_1
405,1090,2,restaurant,view,2,restaurant_2
406,215,3,restaurant,view,2,restaurant_3
407,1648,4,restaurant,view,2,restaurant_4
408,928,5,restaurant,view,2,restaurant_5
409,1410,6,restaurant,view,2,restaurant_6
410,1627,7,restaurant,view,2,restaurant_7
411,168,8,restaurant,view,2,restaurant_8
412,1073,9,restaurant,view,2,restaurant_9
413,1004,10,restaurant,view,2,restaurant_10
414,1924,11,restaurant,view,2,restaurant_11
415,1150,12,restaurant,view,2,restaurant_12
416,331,13,restaurant,view,2,restaurant_13
417,1314,14,restaurant,view,2,restaurant_14
418,1138,15,restaurant,view,2,restaurant_15
419,1282,16,restaurant,view,2,restaurant_16
420,1185,17,restaurant,view,2,restaurant_17
421,164,18,restaurant,view,2,restaurant_18
422,1480,19,restaurant,view,2,restaurant_19
423,992,20,restaurant,view,2,restaurant_20
424,825,21,restaurant,view,2,restaurant_21
425,1910,22,restaurant,view,2,restaurant_22
426,55,23,restaurant,view,2,restaurant_23
427,889,24,restaurant,view,2,restaurant_24
428,1811,25,restaurant,view,2,restaurant_25
429,1526,26,restaurant,view,2,restaurant_26
430,177,27,restaurant,view,2,restaurant_27
431,884,28,restaurant,view,2,restaurant_28
432,88,29,restaurant,view,2,restaurant_29
433,1437,30,restaurant,view,2,restaurant_30
434,916,31,restaurant,view,2,restaurant_31
435,612,32,restaurant,view,2,restaurant_32
436,686,33,restaurant,view,2,restaurant_33
437,1132,34,restaurant,view,2,restaurant_34
438,1826,35,restaurant,view,2,restaurant_35
439,282,36,restaurant,view,2,restaurant_36
440,990,37,restaurant,view,2,restaurant_37
441,1311,38,restaurant,view,2,restaurant_38
442,1548,39,restaurant,view,2,restaurant_39
443,1803,40,restaurant,view,2,restaurant_40
444,1209,41,restaurant,view,2,restaurant_41
445,740,42,restaurant,view,2,restaurant_42
446,509,43,restaurant,view,2,restaurant_43
447,1787,44,restaurant,view,2,restaurant_44
448,1254,45,restaurant,view,2,restaurant_45
449,808,46,restaurant,view,2,restaurant_46
450,248,47,restaurant,view,2,restaurant_47
451,1114,48,restaurant,view,2,restaurant_48
452,1184,49,restaurant,view,2,restaurant_49
453,1710,50,restaurant,view,2,restaurant_50
454,483,51,restaurant,view,2,restaurant_51
455,241,52,restaurant,view,2,restaurant_52
456,1147,53,restaurant,view,2,restaurant_53
457,1257,54,restaurant,view,2,restaurant_54
458,1199,55,restaurant,view,2,restaurant_55
459,382,56,restaurant,view,2,restaurant_56
460,1302,57,restaurant,view,2,restaurant_57
461,1502,58,restaurant,view,2,restaurant_58
462,609,59,restaurant,view,2,restaurant_59
463,241,60,restaurant,view,2,restaurant_60
464,1260,61,restaurant,view,2,restaurant_61
465,1805,62,restaurant,view,2,restaurant_62
466,1617,63,restaurant,view,2,restaurant_63
467,1824,64,restaurant,view,2,restaurant_64
468,86,65,restaurant,view,2,restaurant_65
469,13,66,restaurant,view,2,restaurant_66
470,1287,67,restaurant,view,2,restaurant_67
471,571,68,restaurant,view,2,restaurant_68
472,601,69,restaurant,view,2,restaurant_69
473,1808,70,restaurant,view,2,restaurant_70
474,141,71,restaurant,view,2,restaurant_71
475,315,72,restaurant,view,2,restaurant_72
476,70,73,restaurant,view,2,restaurant_73
477,216,74,restaurant,view,2,restaurant_74
478,1753,75,restaurant,view,2,restaurant_75
479,928,76,restaurant,view,2,restaurant_76
480,964,77,restaurant,view,2,restaurant_77
481,1307,78,restaurant,view,2,restaurant_78
482,42,79,restaurant,view,2,restaurant_79
483,1984,80,restaurant,view,2,restaurant_80
484,526,81,restaurant,view,2,restaurant_81
485,567,82,restaurant,view,2,restaurant_82
486,1316,83,restaurant,view,2,restaurant_83
487,1835,84,restaurant,view,2,restaurant_84
488,319,85,restaurant,view,2,restaurant_85
489,238,86,restaurant,view,2,restaurant_86
490,829,87,restaurant,view,2,restaurant_87
491,667,88,restaurant,view,2,restaurant_88
492,1251,89,restaurant,view,2,restaurant_89
493,1946,90,restaurant,view,2,restaurant_90
494,1951,91,restaurant,view,2,restaurant_91
495,530,92,restaurant,view,2,restaurant_92
496,872,93,restaurant,view,2,restaurant_93
497,143,94,restaurant,view,2,restaurant_94
498,1918,95,restaurant,view,2,restaurant_95
499,950,96,restaurant,view,2,restaurant_96
500,1030,97,restaurant,view,2,restaurant_97
501,55,98,restaurant,view,2,restaurant_98
502,352,99,restaurant,view,2,restaurant_99
503,387,100,restaurant,view,2,restaurant_100
504,139,101,restaurant,view,2,restaurant_101
505,1884,102,restaurant,view,2,restaurant_102
506,1978,103,restaurant,view,2,restaurant_103
507,347,104,restaurant,view,2,restaurant_104
508,1969,105,restaurant,view,2,restaurant_105
509,1992,106,restaurant,view,2,restaurant_106
510,115,107,restaurant,view,2,restaurant_107
511,728,108,restaurant,view,2,restaurant_108
512,1167,109,restaurant,view,2,restaurant_109
513,1761,110,restaurant,view,2,restaurant_110
514,253,111,restaurant,view,2,restaurant_111
515,1138,112,restaurant,view,2,restaurant_112
516,1418,113,restaurant,view,2,restaurant_113
517,1984,114,restaurant,view,2,restaurant_114
518,1525,115,restaurant,view,2,restaurant_115
519,194,116,restaurant,view,2,restaurant_116
520,1517,117,restaurant,view,2,restaurant_117
521,15,118,restaurant,view,2,restaurant_118
522,1516,119,restaurant,view,2,restaurant_119
523,533,120,restaurant,view,2,restaurant_120
524,464,121,restaurant,view,2,restaurant_121
525,1204,122,restaurant,view,2,restaurant_122
526,725,123,restaurant,view,2,restaurant_123
527,1730,124,restaurant,view,2,restaurant_124
528,919,125,restaurant,view,2,restaurant_125
529,1648,126,restaurant,view,2,restaurant_126
530,1393,127,restaurant,view,2,restaurant_127
531,1522,29,restaurant,book,5,restaurant_29
532,706,90,hotel,favorite,4,hotel_90
533,475,59,tour,favorite,4,tour_59
534,226,8,hotel,click,3,hotel_8
535,353,134,hotel,favorite,4,hotel_134
536,832,67,attraction,view,2,attraction_67
537,340,58,tour,view,2,tour_58
538,1576,96,hotel,click,3,hotel_96
539,1140,32,hotel,click,3,hotel_32
540,1346,106,restaurant,click,3,restaurant_106
541,1185,32,hotel,view,2,hotel_32
542,1682,85,tour,favorite,4,tour_85
543,70,36,hotel,view,2,hotel_36
544,798,39,tour,click,3,tour_39
545,1684,65,restaurant,view,2,restaurant_65
546,77,50,hotel,click,3,hotel_50
547,317,51,hotel,favorite,4,hotel_51
548,1224,29,restaurant,click,3,restaurant_29
549,1681,107,tour,favorite,4,tour_107
550,1104,49,tour,book,5,tour_49
551,1997,100,hotel,view,2,hotel_100
552,719,29,hotel,book,5,hotel_29
553,149,62,hotel,favorite,4,hotel_62
554,1032,8,hotel,view,2,hotel_8
555,1808,128,hotel,favorite,4,hotel_128
556,1377,29,tour,click,3,tour_29
557,1719,49,tour,book,5,tour_49
558,1037,87,tour,click,3,tour_87
559,1840,70,hotel,click,3,hotel_70
560,385,105,hotel,view,2,hotel_105
561,199,61,restaurant,click,3,restaurant_61
562,641,35,tour,view,2,tour_35
563,1218,175,attraction,view,2,attraction_175
564,1360,39,tour,book,5,tour_39
565,730,136,hotel,view,2,hotel_136
566,1577,54,hotel,view,2,hotel_54
567,777,46,hotel,view,2,hotel_46
568,1571,30,hotel,book,5,hotel_30
569,730,6,hotel,click,3,hotel_6
570,1905,118,tour,view,2,tour_118
571,849,128,hotel,click,3,hotel_128
572,1691,83,restaurant,favorite,4,restaurant_83
573,1343,49,hotel,click,3,hotel_49
574,520,17,tour,favorite,4,tour_17
575,1485,35,tour,view,2,tour_35
576,929,134,hotel,favorite,4,hotel_134
577,668,98,tour,view,2,tour_98
578,90,17,tour,click,3,tour_17
579,391,92,restaurant,view,2,restaurant_92
580,906,76,tour,favorite,4,tour_76
581,472,83,tour,click,3,tour_83
582,1414,25,hotel,favorite,4,hotel_25
583,364,132,hotel,book,5,hotel_132
584,740,47,restaurant,click,3,restaurant_47
585,1548,36,hotel,click,3,hotel_36
586,407,50,restaurant,click,3,restaurant_50
587,975,30,tour,favorite,4,tour_30
588,1908,123,hotel,favorite,4,hotel_123
589,278,59,tour,view,2,tour_59
590,99,20,hotel,view,2,hotel_20
591,1253,65,tour,favorite,4,tour_65
592,1667,94,hotel,favorite,4,hotel_94
593,1721,116,restaurant,favorite,4,restaurant_116
594,611,123,attraction,book,5,attraction_123
595,1353,57,hotel,click,3,hotel_57
596,1739,81,tour,book,5,tour_81
597,859,67,tour,click,3,tour_67
598,33,15,tour,view,2,tour_15
599,235,113,hotel,favorite,4,hotel_113
600,1390,75,hotel,click,3,hotel_75
601,1115,34,hotel,view,2,hotel_34
602,934,81,tour,book,5,tour_81
603,1787,87,tour,view,2,tour_87
604,1553,136,hotel,book,5,hotel_136
605,344,93,tour,book,5,tour_93
606,763,29,tour,view,2,tour_29
607,419,102,tour,favorite,4,tour_102
608,874,2,tour,view,2,tour_2
609,420,79,tour,favorite,4,tour_79
610,695,57,restaurant,book,5,restaurant_57
611,984,112,tour,book,5,tour_112
612,1643,123,hotel,favorite,4,hotel_123
613,258,86,restaurant,view,2,restaurant_86
614,592,46,hotel,click,3,hotel_46
615,1035,51,hotel,view,2,hotel_51
616,430,51,hotel,favorite,4,hotel_51
617,1030,80,hotel,book,5,hotel_80
618,1561,29,tour,favorite,4,tour_29
619,53,28,tour,click,3,tour_28
620,1176,62,restaurant,book,5,restaurant_62
621,1928,80,restaurant,favorite,4,restaurant_80
622,714,40,tour,favorite,4,tour_40
623,1017,42,hotel,view,2,hotel_42
624,405,96,hotel,favorite,4,hotel_96
625,1722,114,tour,book,5,tour_114
626,1471,108,restaurant,favorite,4,restaurant_108
627,532,11,tour,click,3,tour_11
628,853,81,tour,click,3,tour_81
629,1460,10,restaurant,view,2,restaurant_10
630,1097,151,attraction,view,2,attraction_151
631,1755,160,attraction,click,3,attraction_160
632,362,111,tour,view,2,tour_111
633,1018,125,attraction,click,3,attraction_125
634,801,31,tour,view,2,tour_31
635,657,37,restaurant,book,5,restaurant_37
636,1350,25,hotel,book,5,hotel_25
637,1671,139,attraction,click,3,attraction_139
638,1827,17,attraction,view,2,attraction_17
639,1791,126,attraction,book,5,attraction_126
640,1918,70,restaurant,click,3,restaurant_70
641,1096,10,hotel,view,2,hotel_10
642,777,64,hotel,favorite,4,hotel_64
643,492,8,tour,favorite,4,tour_8
644,1034,15,tour,click,3,tour_15
645,570,32,restaurant,favorite,4,restaurant_32
646,323,64,hotel,favorite,4,hotel_64
647,218,94,hotel,click,3,hotel_94
648,543,18,tour,click,3,tour_18
649,809,26,tour,view,2,tour_26
650,1415,70,hotel,click,3,hotel_70
651,1861,68,attraction,click,3,attraction_68
652,1500,54,tour,click,3,tour_54
653,1720,20,hotel,favorite,4,hotel_20
654,1597,10,restaurant,click,3,restaurant_10
655,422,77,tour,favorite,4,tour_77
656,1355,100,hotel,book,5,hotel_100
657,1441,74,restaurant,book,5,restaurant_74
658,1147,43,attraction,favorite,4,attraction_43
659,1061,84,tour,click,3,tour_84
660,571,76,restaurant,favorite,4,restaurant_76
661,137,89,attraction,favorite,4,attraction_89
662,679,24,tour,view,2,tour_24
663,232,22,tour,click,3,tour_22
664,1607,93,tour,view,2,tour_93
665,1629,98,tour,click,3,tour_98
666,813,104,tour,view,2,tour_104
667,1616,4,restaurant,favorite,4,restaurant_4
668,166,77,attraction,view,2,attraction_77
669,1862,92,hotel,view,2,hotel_92
670,1104,40,tour,view,2,tour_40
671,1986,156,attraction,view,2,attraction_156
672,1121,64,hotel,favorite,4,hotel_64
673,1832,9,tour,click,3,tour_9
674,1506,174,attraction,favorite,4,attraction_174
675,57,76,attraction,click,3,attraction_76
676,970,94,tour,click,3,tour_94
677,508,125,tour,view,2,tour_125
678,606,136,hotel,favorite,4,hotel_136
679,553,33,restaurant,view,2,restaurant_33
